participant.label,survey.1.player.package_UBI,survey.1.player.package_penalty,survey.1.player.package_weight_loss,survey.1.player.first_topic,survey.1.player.second_topic,survey.1.player.third_topic,survey.1.player.message_order_UBI,survey.1.player.message_order_penalty,survey.1.player.message_order_weight_loss,survey.1.player.UBI_statement_formulation,survey.1.player.penalty_statement_formulation,survey.1.player.weight_loss_statement_formulation,survey.1.player.big1,survey.1.player.big2,survey.1.player.big3,survey.1.player.big4,survey.1.player.big5,survey.1.player.big6,survey.1.player.big7,survey.1.player.big8,survey.1.player.big9,survey.1.player.big10,survey.1.player.age,survey.1.player.gender,survey.1.player.ethnicity,survey.1.player.country_of_birth,survey.1.player.country_of_residency,survey.1.player.student_status,survey.1.player.employment_status,survey.1.player.occupation_field,survey.1.player.highest_qualification,survey.1.player.init_belief_UBI,survey.1.player.init_belief_penalty,survey.1.player.init_belief_weight_loss,survey.1.player.familiarity_UBI,survey.1.player.familiarity_penalty,survey.1.player.familiarity_weight_loss
P0201,package3,package1,package3,penalty,UBI,weight_loss,0,5,4,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,-2,-2,2,-1,1,1,2,-2,1,51,0,0,IE,GB,3,0,Finance,4,-2,2,1,1,2,2
P0318,package3,package2,package1,weight_loss,penalty,UBI,4,3,5,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-2,2,-2,2,1,1,-2,2,-2,0,60,0,0,GB,GB,3,4,unpaid carer,2,1,0,1,0,-1,1
P0067,package3,package2,package2,weight_loss,penalty,UBI,0,3,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,-2,-2,0,-2,-1,1,2,-1,2,36,1,0,GB,GB,3,0,Employment Law (Civil Service),3,2,-2,-1,2,2,0
P0217,package3,package2,package3,penalty,weight_loss,UBI,3,1,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,1,-1,-1,-1,-1,2,1,2,26,0,0,GB,GB,3,0,Apprenticeship Team Administrator,4,-1,2,-1,1,2,2
P0241,package3,package3,package1,penalty,UBI,weight_loss,0,3,1,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,0,1,-2,1,1,2,1,1,0,2,57,1,0,GB,GB,3,4,technology,3,-2,2,0,2,0,0
P0347,package3,package3,package2,penalty,weight_loss,UBI,0,0,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,0,0,-2,0,0,-1,-2,2,-1,0,34,0,4,MY,GB,3,0,Economics ,5,-2,-2,0,2,1,-1
P0197,package3,package3,package3,UBI,weight_loss,penalty,5,1,0,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,-1,1,2,-1,0,1,2,-1,1,29,0,0,GB,GB,1,0,Hospitality,4,2,-1,1,1,1,0
P0273,package1,package1,package1,UBI,penalty,weight_loss,4,2,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,1,-1,0,1,0,0,2,1,-1,60,1,0,GB,GB,3,4,"Retired Inspector of Taxes - now doing studies, interviews and surveys part time",4,1,2,2,0,2,-1
P0001,package1,package1,package2,penalty,UBI,weight_loss,5,2,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,0,1,1,-2,0,2,1,2,2,25,1,0,GB,GB,2,2,Sales,4,0,2,1,1,2,2
P0416,package1,package1,package3,penalty,UBI,weight_loss,4,3,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,0,0,1,1,-1,-1,1,-1,0,40,0,1,GB,GB,3,2,Small business,4,1,1,2,0,0,-1
P0334,package1,package2,package1,UBI,weight_loss,penalty,2,4,2,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,1,-2,2,-1,-1,-2,1,-1,0,28,1,0,GB,GB,3,0,software developer,5,-2,2,2,1,2,1
P0311,package1,package2,package2,penalty,weight_loss,UBI,0,0,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,1,1,1,-1,-1,-2,1,-1,2,57,1,0,GB,GB,3,2,IT,6,1,1,2,1,2,0
P0146,package1,package2,package3,weight_loss,penalty,UBI,4,1,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,1,-1,2,0,-1,-2,2,-1,2,32,1,0,GB,GB,3,2,Entertainment,4,-1,0,1,0,2,0
P0337,package1,package3,package1,weight_loss,penalty,UBI,3,4,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,0,2,-1,1,0,1,-1,1,0,2,26,1,0,PL,GB,3,2,finance ,3,1,-2,2,1,2,1
P0346,package1,package3,package2,UBI,weight_loss,penalty,3,2,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,0,1,-1,1,-1,1,0,0,33,0,0,GB,GB,3,0,Admin,5,1,0,1,-1,-1,-1
P0230,package1,package3,package3,penalty,weight_loss,UBI,3,0,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,-1,-2,-1,0,-1,1,2,1,1,47,0,0,GB,GB,3,2,Education,4,-2,1,2,-2,2,1
P0216,package2,package1,package1,UBI,penalty,weight_loss,5,1,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,1,1,0,-1,-2,-1,1,0,1,59,0,0,GB,GB,3,1,Accounts Administrator,4,1,-1,-1,1,1,1
P0293,package2,package1,package2,weight_loss,penalty,UBI,2,4,2,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,-2,1,-2,1,-2,2,-1,1,59,0,0,SG,GB,3,0,law,5,-2,1,-1,1,1,0
P0353,package2,package1,package3,weight_loss,penalty,UBI,2,2,0,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,2,-2,2,2,-1,-2,2,-2,-1,61,0,0,GB,GB,3,4,Retired healthcare worker,4,1,-1,2,0,1,1
P0048,package2,package2,package2,UBI,weight_loss,penalty,4,0,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,-1,1,-2,-2,-2,1,1,2,2,28,2,0,CA,GB,2,3,Student,5,2,0,-2,2,0,2
P0143,package2,package2,package3,UBI,weight_loss,penalty,1,5,0,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,0,1,-1,1,-1,1,-1,1,1,1,69,0,0,GB,GB,3,4,Education,4,-1,-1,1,-2,0,1
P0098,package2,package3,package1,UBI,penalty,weight_loss,3,0,4,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,-2,1,-1,2,-1,1,2,1,-2,56,0,0,GB,GB,3,3,unemployed,1,2,0,-2,1,-2,2
P0367,package2,package3,package2,weight_loss,UBI,penalty,3,0,2,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,0,-1,-1,1,0,0,-1,1,0,0,58,1,0,GB,GB,3,0,Engineering,4,1,1,1,0,1,0
P0409,package2,package3,package3,weight_loss,UBI,penalty,2,3,2,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,-1,-1,-2,1,-2,-1,1,2,-2,23,0,0,GB,GB,3,3,N/A,4,0,1,-1,-1,2,1
P0360,package3,package1,package1,weight_loss,UBI,penalty,1,4,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,-1,-2,-1,-2,1,1,2,2,-1,20,0,0,PL,GB,1,1,hospitality,3,1,0,-1,0,-2,-1
P0089,package3,package1,package2,penalty,UBI,weight_loss,1,1,2,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,-2,1,1,-1,1,-2,0,-2,2,61,0,0,GB,GB,3,4,Retired,3,1,-2,-2,0,0,-1
P0423,package3,package1,package3,UBI,weight_loss,penalty,0,2,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,0,-1,-2,-1,0,0,0,2,1,0,61,0,0,GB,GB,3,4,"trained in science, then switched to personal taxation, now a homemaker who completes internet studies",6,1,1,1,0,1,1
P0029,package3,package2,package1,UBI,penalty,weight_loss,3,4,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,-1,1,1,-1,0,2,2,0,2,28,1,0,GB,GB,3,1,Florists Assistant,3,0,2,-2,0,1,0
P0082,package3,package2,package2,penalty,UBI,weight_loss,0,3,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,2,-2,-1,1,1,1,1,1,1,58,0,0,GB,GB,3,1,Nuclear ,3,-1,-1,1,-2,0,0
P0057,package3,package2,package3,penalty,weight_loss,UBI,5,0,3,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,2,-2,1,-2,1,-2,2,-2,2,55,1,0,GB,GB,3,0,IT,4,-2,1,0,1,2,0
P0109,package3,package3,package1,penalty,weight_loss,UBI,2,2,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,0,1,-1,1,0,1,1,0,0,61,1,0,GB,GB,3,2,varied,3,1,0,0,-1,1,1
P0389,package3,package3,package2,UBI,penalty,weight_loss,4,5,2,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,2,-2,1,-1,2,-1,2,1,2,59,0,0,GB,GB,3,0,non-profit,5,-2,0,0,0,-1,-1
P0175,package3,package3,package3,UBI,penalty,weight_loss,1,2,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,2,-1,1,-2,1,-2,1,1,2,72,0,0,GB,GB,3,4,Retired,4,-1,1,0,-1,1,0
P0115,package1,package1,package1,weight_loss,UBI,penalty,4,3,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,2,1,-1,-1,-1,-1,1,1,1,59,0,0,GB,GB,3,1,retail assistant ,2,1,2,-1,1,0,0
P0295,package1,package1,package2,weight_loss,UBI,penalty,2,0,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,-2,2,-1,-1,-1,2,-2,2,56,1,0,BE,GB,3,0,Accountancy,5,-2,-1,1,-1,1,-1
P0185,package1,package1,package3,UBI,penalty,weight_loss,1,0,3,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,0,0,1,1,1,0,-1,1,-1,2,49,1,0,GB,GB,3,2,Education,5,-2,2,-2,1,2,0
P0289,package1,package2,package1,penalty,UBI,weight_loss,3,5,3,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,0,1,-2,-1,-2,2,-1,2,58,0,0,GB,GB,3,0,Government,4,-1,-1,-1,0,2,0
P0227,package1,package2,package2,weight_loss,penalty,UBI,3,2,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,1,2,1,-1,-1,2,-2,1,69,1,0,GB,GB,3,4,GP,5,-2,-2,1,-1,2,1
P0073,package1,package2,package3,weight_loss,UBI,penalty,1,4,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,-1,-2,-1,1,-2,-1,2,2,1,46,0,0,NL,GB,3,2,transport & logistics,3,2,2,1,-2,2,2
P0354,package1,package3,package1,UBI,weight_loss,penalty,5,0,5,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,0,2,-2,1,-2,0,-2,2,-2,0,60,1,0,GB,GB,3,0,procurement,4,0,-1,0,-2,1,-1
P0156,package1,package3,package2,weight_loss,UBI,penalty,3,1,5,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,-1,-1,-1,0,1,-1,0,0,0,31,0,0,PL,GB,3,0,SUPPLY CHAIN EX,4,0,-1,0,-1,1,0
P0132,package1,package3,package3,weight_loss,UBI,penalty,3,4,4,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,1,-2,1,0,1,-1,2,-1,0,32,0,1,GB,GB,3,0,Data Analyst - Finance Industry.,4,-1,-2,-1,0,1,-1
P0169,package2,package1,package1,weight_loss,penalty,UBI,0,5,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,0,1,-1,1,0,1,-1,1,1,2,39,0,0,GB,GB,3,1,Human Resources,4,0,-1,1,-2,0,0
P0068,package2,package1,package2,UBI,weight_loss,penalty,5,5,5,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,2,1,2,1,2,1,1,1,1,32,1,0,GB,GB,3,0,Technical Manager,5,2,-1,1,1,2,2
P0144,package2,package1,package3,weight_loss,UBI,penalty,0,0,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,0,1,1,-2,-2,1,0,1,1,27,1,0,GB,GB,3,0,Wholesale Trade,3,2,2,1,0,2,1
P0234,package2,package2,package1,penalty,UBI,weight_loss,4,5,2,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,-1,-1,1,-2,0,0,2,1,2,55,0,5,LY,GB,3,3,Languages,4,-2,1,0,-1,-1,-1
P0256,package2,package2,package2,UBI,penalty,weight_loss,2,2,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,0,1,1,-2,-2,-1,0,1,2,36,1,0,GB,GB,2,2,Algorithm Market Trader,5,2,0,0,0,2,-1
P0391,package2,package2,package3,weight_loss,penalty,UBI,3,2,4,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,-2,-1,-2,-2,0,2,1,-2,2,41,0,0,DE,GB,3,0,medicine,6,0,1,-1,1,1,1
P0332,package2,package3,package1,UBI,weight_loss,penalty,5,1,0,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-2,-2,1,-1,-2,1,2,1,-1,-1,48,1,0,GB,GB,3,0,Content Design,4,0,0,2,-1,2,-1
P0215,package2,package3,package2,UBI,weight_loss,penalty,4,2,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,-1,0,0,-1,-1,1,-1,1,53,1,0,GB,GB,3,0,Education ,4,2,-1,0,1,2,0
P0245,package2,package3,package3,penalty,UBI,weight_loss,3,4,2,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,0,1,0,-2,1,-1,1,1,2,0,52,1,0,GB,GB,3,4,vehicle repair,2,0,1,-2,-1,2,2
P0117,package3,package1,package1,penalty,weight_loss,UBI,3,1,2,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,1,-1,1,-2,-1,1,1,-1,2,45,1,1,GB,GB,3,0,IT,5,-2,2,-1,1,2,1
P0110,package3,package1,package2,weight_loss,UBI,penalty,0,1,2,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,0,1,1,-1,-1,0,1,0,-1,61,1,0,GB,GB,3,4,IT,4,-1,-1,2,-1,1,-1
P0179,package3,package1,package3,UBI,penalty,weight_loss,3,5,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,1,-1,0,-1,1,-1,1,-1,1,40,0,0,GB,GB,3,0,Mortgage advisor,4,1,-1,0,0,-1,2
P0028,package3,package2,package1,weight_loss,UBI,penalty,1,2,2,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,0,0,-1,1,1,1,1,-1,1,37,0,0,GB,GB,3,0,Communications,2,-2,-1,1,0,0,0
P0422,package3,package2,package2,weight_loss,UBI,penalty,3,0,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,0,1,1,1,0,0,-1,1,1,1,36,0,0,GB,GB,3,1,Non Profit,4,2,0,2,0,-1,2
P0412,package3,package2,package3,UBI,weight_loss,penalty,1,3,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,-2,2,-2,1,-1,2,-2,2,69,1,0,GB,GB,3,4,Manufacturing,5,-2,1,2,-1,2,0
P0147,package3,package3,package1,weight_loss,UBI,penalty,0,3,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,0,-1,2,1,1,2,0,0,57,1,0,GB,GB,3,0,Project Manager,3,1,-1,1,2,2,2
P0100,package3,package3,package2,weight_loss,penalty,UBI,5,0,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,1,-1,-1,-1,-1,1,2,1,23,0,0,GB,GB,3,3,N/A,4,-1,1,-2,0,-1,1
P0172,package3,package3,package3,penalty,weight_loss,UBI,5,2,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,1,-2,-1,-2,-2,0,1,1,1,60,0,0,GB,GB,3,4,Customer Services,4,0,-1,0,0,0,0
P0352,package1,package1,package1,weight_loss,UBI,penalty,3,4,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,1,-1,0,1,2,1,2,-2,1,64,1,0,GB,GB,3,4,Retired,2,-1,-1,1,-1,1,0
P0113,package1,package1,package2,UBI,penalty,weight_loss,3,3,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,0,-1,1,-2,-2,-2,0,2,2,1,51,0,0,RU,GB,3,0,architecture,5,1,1,2,0,-1,2
P0124,package1,package1,package3,penalty,weight_loss,UBI,2,3,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,0,-2,2,-1,0,-1,2,-2,2,48,1,0,GB,GB,3,0,Video games,4,-2,2,-1,1,1,2
P0329,package1,package2,package1,UBI,weight_loss,penalty,4,5,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,2,0,-1,1,-2,-2,-1,1,-2,2,55,1,6,NZ,GB,3,0,Operations Manager,4,-1,-1,-2,0,2,1
P0378,package1,package2,package2,weight_loss,penalty,UBI,1,2,4,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,-1,1,-1,2,-2,0,1,2,0,48,0,0,GB,GB,3,3,Admin,3,0,0,2,-1,-1,-1
P0149,package1,package2,package3,weight_loss,UBI,penalty,3,0,4,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-2,1,-2,1,1,1,1,2,-1,1,64,0,0,GB,GB,3,0,civil servant,2,-2,-2,-1,-1,1,-1
P0174,package1,package3,package1,weight_loss,UBI,penalty,2,1,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,2,-2,-2,1,-2,2,2,2,0,52,1,0,GB,GB,3,4,IT,4,-1,-1,2,0,0,0
P0092,package1,package3,package2,weight_loss,UBI,penalty,2,3,0,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,2,1,-2,-1,-2,-1,0,2,70,1,0,GB,GB,3,4,nurse,4,-2,0,-1,0,1,0
P0099,package1,package3,package3,UBI,penalty,weight_loss,0,2,0,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,2,-2,-1,-1,-1,1,2,1,1,61,1,0,GB,GB,3,1,University lecturer,6,2,2,2,1,2,0
P0250,package2,package1,package1,weight_loss,UBI,penalty,0,0,1,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,0,1,2,0,-2,1,2,-1,33,0,0,GB,GB,3,3,technology (when employed),3,-2,0,0,-1,-1,-1
P0213,package2,package1,package2,UBI,penalty,weight_loss,2,0,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,-2,-2,-2,2,-2,1,0,1,-1,28,0,0,GB,GB,3,4,Homemaker,3,2,-2,0,1,2,2
P0339,package2,package1,package3,penalty,weight_loss,UBI,2,4,3,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,-1,1,-1,-1,2,1,1,1,1,2,25,0,1,BD,GB,3,0,Ophthalmology ,5,1,-1,-2,0,2,1
P0162,package2,package2,package1,UBI,penalty,weight_loss,0,3,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,2,-1,1,-2,0,-2,1,0,1,57,0,0,GB,GB,3,2,Landlord,5,2,-1,0,1,0,1
P0229,package2,package2,package3,UBI,weight_loss,penalty,5,0,3,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,-1,1,-2,1,-2,1,1,2,1,47,0,0,GB,GB,3,2,AI trainer,5,1,1,0,-1,1,2
P0107,package2,package3,package1,weight_loss,UBI,penalty,1,5,1,There should be no Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,1,-2,-1,-1,1,1,1,-1,1,66,1,0,GB,US,3,4,IT Management Consultant,5,-1,-1,2,0,1,1
P0399,package2,package3,package3,penalty,weight_loss,UBI,4,0,1,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,-2,-2,0,-2,-2,0,2,-2,1,33,0,0,GB,GB,2,2,IT,4,0,1,-2,0,2,-1
P0126,package3,package1,package1,UBI,weight_loss,penalty,3,0,5,Everyone should receive Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,1,-1,0,-1,1,1,2,1,1,22,0,0,GB,GB,3,0,HR technology,4,1,-1,-1,0,2,1
P0133,package3,package1,package2,UBI,weight_loss,penalty,3,2,1,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a good way to lose weight.,1,1,-1,0,-1,1,-1,1,0,1,65,1,0,GB,GB,3,4,(retired) teacher,4,1,-1,1,0,2,1
P0153,package3,package1,package3,penalty,weight_loss,UBI,0,2,0,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,-1,-2,2,1,1,-1,2,-1,1,63,1,0,GB,GB,3,0,Retail,4,2,1,-1,1,0,-1
P0398,package3,package2,package1,penalty,UBI,weight_loss,0,0,0,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,-1,1,-2,0,1,2,-1,1,0,-1,31,0,0,GB,GB,3,0,Housing ,2,-1,-1,-1,-2,-1,-1
P0274,package3,package2,package2,weight_loss,penalty,UBI,4,5,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,1,1,-2,-1,-2,1,-2,2,46,1,0,GB,GB,3,1,Engineering,4,2,-1,2,0,0,-1
P0288,package3,package2,package3,UBI,penalty,weight_loss,5,1,5,There should be no Universal Basic Income.,Penalty shootouts are a bad way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,2,1,-1,1,2,-1,-1,2,2,-1,51,0,0,GB,GB,3,1,Chartered Accountant,4,0,-1,0,-1,2,-1
P0363,package3,package3,package2,UBI,weight_loss,penalty,1,1,2,Everyone should receive Universal Basic Income.,Penalty shootouts are a good way to determine the winners of football matches.,Using weight loss drugs like Ozempic is a bad way to lose weight.,1,1,-2,0,-1,0,-1,1,0,2,52,1,0,GB,GB,3,0,IT for finance department,5,2,2,1,1,2,1
